id,name,brand,category,type,price,description
2620,Puma Loafers Air 422,Puma,Footwear,Loafers,3409,This loafers from Puma is a premium quality product designed for daily use. It offers lightweight everyday wear, breathable mesh upper and water resistant build. Ideal choice for customers looking for a reliable loafers in the footwear category at around 3409 rupees.
2621,Sparx Sports Shoes Zen 429,Sparx,Footwear,Sports Shoes,6519,This sports shoes from Sparx is a mid range value for money pick designed for daily use. It offers strong grip on wet surface, suitable for office formals and cushioned sole for all day comfort. Ideal choice for customers looking for a reliable sports shoes in the footwear category at around 6519 rupees.
2622,Red Tape Heels Core 436,Red Tape,Footwear,Heels,6029,This heels from Red Tape is a entry level basic model designed for daily use. It offers memory foam insole, memory foam insole and strong grip on wet surface. Ideal choice for customers looking for a reliable heels in the footwear category at around 6029 rupees.
2623,Adidas Slippers Edge 443,Adidas,Footwear,Slippers,523,This slippers from Adidas is a professional grade performance designed for daily use. It offers durable stitched construction, anti skid rubber outsole and perfect for running and gym. Ideal choice for customers looking for a reliable slippers in the footwear category at around 523 rupees.
2624,Sparx Running Shoes Lite 450,Sparx,Footwear,Running Shoes,4795,This running shoes from Sparx is a budget friendly option designed for daily use. It offers cushioned sole for all day comfort, perfect for running and gym and anti skid rubber outsole. Ideal choice for customers looking for a reliable running shoes in the footwear category at around 4795 rupees.
2625,Red Tape Sandals Zen 457,Red Tape,Footwear,Sandals,1240,This sandals from Red Tape is a premium quality product designed for daily use. It offers anti skid rubber outsole, strong grip on wet surface and memory foam insole. Ideal choice for customers looking for a reliable sandals in the footwear category at around 1240 rupees.
2626,Adidas Formal Shoes Lite 464,Adidas,Footwear,Formal Shoes,3331,This formal shoes from Adidas is a mid range value for money pick designed for daily use. It offers breathable mesh upper, cushioned sole for all day comfort and suitable for office formals. Ideal choice for customers looking for a reliable formal shoes in the footwear category at around 3331 rupees.
2627,Woodland Sneakers Max 471,Woodland,Footwear,Sneakers,7823,This sneakers from Woodland is a entry level basic model designed for daily use. It offers water resistant build, water resistant build and breathable mesh upper. Ideal choice for customers looking for a reliable sneakers in the footwear category at around 7823 rupees.
2628,Skechers Flip Flops Edge 478,Skechers,Footwear,Flip Flops,525,This flip flops from Skechers is a professional grade performance designed for daily use. It offers perfect for running and gym, lightweight everyday wear and durable stitched construction. Ideal choice for customers looking for a reliable flip flops in the footwear category at around 525 rupees.
2629,Nike Hiking Boots Air 485,Nike,Footwear,Hiking Boots,1502,This hiking boots from Nike is a budget friendly option designed for daily use. It offers suitable for office formals, durable stitched construction and lightweight everyday wear. Ideal choice for customers looking for a reliable hiking boots in the footwear category at around 1502 rupees.
2630,Bata Loafers Edge 492,Bata,Footwear,Loafers,3805,This loafers from Bata is a premium quality product designed for daily use. It offers lightweight everyday wear, breathable mesh upper and water resistant build. Ideal choice for customers looking for a reliable loafers in the footwear category at around 3805 rupees.
2631,Campus Sports Shoes Sport 499,Campus,Footwear,Sports Shoes,3459,This sports shoes from Campus is a mid range value for money pick designed for daily use. It offers strong grip on wet surface, suitable for office formals and cushioned sole for all day comfort. Ideal choice for customers looking for a reliable sports shoes in the footwear category at around 3459 rupees.
2632,Liberty Heels Sport 506,Liberty,Footwear,Heels,2951,This heels from Liberty is a entry level basic model designed for daily use. It offers memory foam insole, memory foam insole and strong grip on wet surface. Ideal choice for customers looking for a reliable heels in the footwear category at around 2951 rupees.
2633,Puma Slippers Classic 513,Puma,Footwear,Slippers,286,This slippers from Puma is a professional grade performance designed for daily use. It offers durable stitched construction, anti skid rubber outsole and perfect for running and gym. Ideal choice for customers looking for a reliable slippers in the footwear category at around 286 rupees.
2634,Campus Running Shoes Prime 520,Campus,Footwear,Running Shoes,8161,This running shoes from Campus is a budget friendly option designed for daily use. It offers cushioned sole for all day comfort, perfect for running and gym and anti skid rubber outsole. Ideal choice for customers looking for a reliable running shoes in the footwear category at around 8161 rupees.
2635,Liberty Sandals Prime 527,Liberty,Footwear,Sandals,1312,This sandals from Liberty is a premium quality product designed for daily use. It offers anti skid rubber outsole, strong grip on wet surface and memory foam insole. Ideal choice for customers looking for a reliable sandals in the footwear category at around 1312 rupees.
2636,Puma Formal Shoes Plus 534,Puma,Footwear,Formal Shoes,7867,This formal shoes from Puma is a mid range value for money pick designed for daily use. It offers breathable mesh upper, cushioned sole for all day comfort and suitable for office formals. Ideal choice for customers looking for a reliable formal shoes in the footwear category at around 7867 rupees.
2637,Sparx Sneakers Core 541,Sparx,Footwear,Sneakers,6095,This sneakers from Sparx is a entry level basic model designed for daily use. It offers water resistant build, water resistant build and breathable mesh upper. Ideal choice for customers looking for a reliable sneakers in the footwear category at around 6095 rupees.
2638,Red Tape Flip Flops Pro 548,Red Tape,Footwear,Flip Flops,947,This flip flops from Red Tape is a professional grade performance designed for daily use. It offers perfect for running and gym, lightweight everyday wear and durable stitched construction. Ideal choice for customers looking for a reliable flip flops in the footwear category at around 947 rupees.
2639,Adidas Hiking Boots Nova 555,Adidas,Footwear,Hiking Boots,8702,This hiking boots from Adidas is a budget friendly option designed for daily use. It offers suitable for office formals, durable stitched construction and lightweight everyday wear. Ideal choice for customers looking for a reliable hiking boots in the footwear category at around 8702 rupees.
2640,Woodland Loafers Ultra 562,Woodland,Footwear,Loafers,6775,This loafers from Woodland is a premium quality product designed for daily use. It offers lightweight everyday wear, breathable mesh upper and water resistant build. Ideal choice for customers looking for a reliable loafers in the footwear category at around 6775 rupees.
2641,Skechers Sports Shoes Zen 569,Skechers,Footwear,Sports Shoes,4719,This sports shoes from Skechers is a mid range value for money pick designed for daily use. It offers strong grip on wet surface, suitable for office formals and cushioned sole for all day comfort. Ideal choice for customers looking for a reliable sports shoes in the footwear category at around 4719 rupees.
2642,Nike Heels Nova 576,Nike,Footwear,Heels,683,This heels from Nike is a entry level basic model designed for daily use. It offers memory foam insole, memory foam insole and strong grip on wet surface. Ideal choice for customers looking for a reliable heels in the footwear category at around 683 rupees.
